TotalPurchase,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
31.69,00:00.0,00:00.0,S,75001-100000,M,3,Partial College,Professional,0,1
2808.78,00:00.0,00:00.0,S,75001-100000,M,2,Bachelors ,Professional,1,1
47.97,00:00.0,00:00.0,M,25001-50000,M,0,Partial High School,Clerical,0,2
174.045,00:00.0,00:00.0,M,75001-100000,F,0,High School,Management,1,2
490.47,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
24.99,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
1651,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,0,1
4.99,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Professional,1,2
1120.4925,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
2327.02,00:00.0,00:00.0,S,greater than 100000,F,4,Bachelors ,Management,1,4
30,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
39.01,00:00.0,00:00.0,M,75001-100000,F,5,Graduate Degree,Skilled Manual,1,0
49,00:00.0,00:00.0,S,0-25000,M,3,Partial High School,Manual,1,2
2443.35,00:00.0,00:00.0,S,50001-75000,M,1,Graduate Degree,Professional,0,0
4.99,00:00.0,00:00.0,M,0-25000,M,1,Partial College,Manual,1,0
76.68,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Management,1,3
32.6,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,1,2
501.97,00:00.0,00:00.0,M,25001-50000,M,0,Graduate Degree,Clerical,1,0
7.98,00:00.0,00:00.0,M,0-25000,M,4,Partial High School,Manual,1,2
138.92,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Management,1,2
2349.08,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
598.97,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,0,1
2273.01,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Professional,0,2
10.01,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
29.51,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,3
1258.28,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Professional,0,1
1479.1264,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,0,1
2296.4775,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,1
455.585,00:00.0,00:00.0,S,greater than 100000,M,1,Graduate Degree,Management,0,1
2373.57,00:00.0,00:00.0,S,25001-50000,F,4,Bachelors ,Management,0,2
20,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Clerical,0,2
0.01,00:00.0,00:00.0,M,25001-50000,F,0,Partial College,Skilled Manual,1,1
2456.34,00:00.0,00:00.0,M,75001-100000,M,1,Bachelors ,Management,1,3
49.99,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
133.52,00:00.0,00:00.0,S,25001-50000,M,0,Partial High School,Clerical,0,2
6.49,00:00.0,00:00.0,M,50001-75000,M,2,Graduate Degree,Management,1,2
5.01,00:00.0,00:00.0,M,0-25000,M,1,Graduate Degree,Clerical,1,0
4669.5318,00:00.0,00:00.0,S,75001-100000,M,1,Bachelors ,Professional,1,1
25.01,00:00.0,00:00.0,S,25001-50000,M,4,Partial College,Clerical,1,2
33.01,00:00.0,00:00.0,M,greater than 100000,F,1,High School,Professional,0,4
1085.5,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
30,00:00.0,00:00.0,S,greater than 100000,M,2,Partial High School,Professional,0,4
4.99,00:00.0,00:00.0,M,0-25000,M,1,Graduate Degree,Manual,1,0
348.9536,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
539.99,00:00.0,00:00.0,S,0-25000,M,4,High School,Skilled Manual,0,2
511.94,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
4.99,00:00.0,00:00.0,M,0-25000,M,1,Graduate Degree,Clerical,0,0
2317.7,00:00.0,00:00.0,S,greater than 100000,F,3,Partial College,Professional,0,3
4.99,00:00.0,00:00.0,S,0-25000,M,1,Bachelors ,Clerical,0,0
783.52,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,1
58.51,00:00.0,00:00.0,M,75001-100000,F,5,Partial College,Professional,0,2
1180.22,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,2
544.98,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
102.47,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,1
539.99,00:00.0,00:00.0,S,50001-75000,F,5,Bachelors ,Skilled Manual,1,3
688.37,00:00.0,00:00.0,S,50001-75000,F,2,High School,Skilled Manual,0,2
263.5508,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
699.0964,00:00.0,00:00.0,M,greater than 100000,F,3,Partial College,Professional,1,4
2071.4192,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,1,1
466.595,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
72,00:00.0,00:00.0,M,50001-75000,M,5,Partial College,Skilled Manual,1,3
540,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,1,2
3578.27,00:00.0,00:00.0,S,25001-50000,F,4,High School,Skilled Manual,1,3
27.69,00:00.0,00:00.0,M,0-25000,M,1,Graduate Degree,Manual,1,0
1164.86,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,0,1
9.98,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
1726.49,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
21.49,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,1,2
30,00:00.0,00:00.0,M,greater than 100000,F,4,Bachelors ,Management,1,4
3578.27,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,1,1
13.98,00:00.0,00:00.0,M,75001-100000,M,2,High School,Skilled Manual,0,2
2253.47,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
26.03,00:00.0,00:00.0,M,greater than 100000,M,2,Partial College,Professional,0,2
4.99,00:00.0,00:00.0,S,greater than 100000,F,0,Graduate Degree,Management,1,4
480.575,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
69.99,00:00.0,00:00.0,M,25001-50000,F,0,High School,Skilled Manual,1,2
3578.27,00:00.0,00:00.0,M,25001-50000,F,2,High School,Skilled Manual,1,2
16,00:00.0,00:00.0,M,50001-75000,M,3,Partial College,Professional,0,0
20,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,1,2
69.99,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,1,3
4,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Professional,0,2
1700.99,00:00.0,00:00.0,M,25001-50000,M,3,Graduate Degree,Clerical,0,0
5,00:00.0,00:00.0,M,50001-75000,M,3,Bachelors ,Professional,1,2
5,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Skilled Manual,0,0
2281.98,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Management,1,2
21.98,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Professional,1,0
4.99,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Management,1,2
23.19,00:00.0,00:00.0,M,75001-100000,F,2,Bachelors ,Management,0,4
4689.04,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,1
2273.0125,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Management,0,1
1274.83,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
60.97,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,2
275.765,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,2
5.51,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
30,00:00.0,00:00.0,M,0-25000,M,1,Partial College,Manual,0,0
522.49,00:00.0,00:00.0,S,50001-75000,F,5,Bachelors ,Management,0,3
505,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
2384.07,00:00.0,00:00.0,M,75001-100000,M,1,Graduate Degree,Management,1,0
2284.99,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,1,1
61.96,00:00.0,00:00.0,M,25001-50000,M,4,Bachelors ,Management,1,2
30,00:00.0,00:00.0,S,50001-75000,M,5,Partial High School,Skilled Manual,1,3
24.99,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
1205.86,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
8.99,00:00.0,00:00.0,S,0-25000,M,5,Partial High School,Manual,1,1
50,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Professional,1,1
6.01,00:00.0,00:00.0,S,0-25000,M,5,High School,Manual,1,2
1673.86,00:00.0,00:00.0,S,25001-50000,F,1,Graduate Degree,Clerical,1,0
6.01,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
89.08,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,0,3
1727.68,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,1,1
2914.95,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Clerical,1,0
5.01,00:00.0,00:00.0,S,25001-50000,M,4,High School,Skilled Manual,1,2
2260,00:00.0,00:00.0,M,0-25000,M,0,Graduate Degree,Manual,1,0
20,00:00.0,00:00.0,M,75001-100000,F,3,Bachelors ,Management,1,1
62.96,00:00.0,00:00.0,S,50001-75000,F,4,Graduate Degree,Skilled Manual,1,0
505,00:00.0,00:00.0,M,25001-50000,M,3,Graduate Degree,Clerical,0,0
69.99,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,0,3
5.01,00:00.0,00:00.0,S,0-25000,M,0,High School,Manual,0,1
101.68,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,0,0
30,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Skilled Manual,1,2
15.49,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,2
15.49,00:00.0,00:00.0,S,75001-100000,F,5,Partial College,Professional,1,2
742.35,00:00.0,00:00.0,M,0-25000,M,0,Bachelors ,Clerical,1,0
326.6308,00:00.0,00:00.0,S,75001-100000,F,2,Bachelors ,Management,0,3
272.5408,00:00.0,00:00.0,M,greater than 100000,M,1,Graduate Degree,Management,1,0
61,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
4.99,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Professional,1,1
9.99,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
4674.06,00:00.0,00:00.0,M,greater than 100000,M,2,High School,Professional,1,4
518.01,00:00.0,00:00.0,S,50001-75000,F,3,Bachelors ,Professional,0,1
2.96,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,2
2363.06,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
19.2,00:00.0,00:00.0,S,25001-50000,F,2,High School,Professional,0,2
744.49,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,1,0
41.69,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
41.52,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,0,1
543.99,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
24,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
21.49,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,0,2
2344.06,00:00.0,00:00.0,M,75001-100000,M,1,Graduate Degree,Management,1,0
28.61,00:00.0,00:00.0,M,25001-50000,F,0,Partial College,Skilled Manual,1,1
1179.86,00:00.0,00:00.0,M,0-25000,M,1,Partial College,Manual,1,0
34.99,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,0
13.02,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Professional,1,1
1179.86,00:00.0,00:00.0,S,50001-75000,F,2,Bachelors ,Management,0,0
54.48,00:00.0,00:00.0,S,greater than 100000,M,0,Graduate Degree,Management,0,3
2835.92,00:00.0,00:00.0,S,75001-100000,F,0,Graduate Degree,Skilled Manual,1,0
35,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,4
928.6064,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,1,1
744.49,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Clerical,1,0
4.99,00:00.0,00:00.0,M,greater than 100000,F,1,Partial College,Professional,0,4
30,00:00.0,00:00.0,M,75001-100000,F,5,Bachelors ,Management,1,2
26.69,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,0,0
61,00:00.0,00:00.0,M,greater than 100000,F,1,Graduate Degree,Management,1,4
598.97,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
0.97,00:00.0,00:00.0,S,25001-50000,F,3,High School,Skilled Manual,1,2
2.7,00:00.0,00:00.0,M,75001-100000,M,1,Bachelors ,Management,0,1
312.6508,00:00.0,00:00.0,M,50001-75000,F,2,Bachelors ,Skilled Manual,1,1
166.75,00:00.0,00:00.0,M,25001-50000,F,0,High School,Skilled Manual,1,2
1124.49,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,0,2
2.7,00:00.0,00:00.0,M,75001-100000,M,4,Graduate Degree,Skilled Manual,1,0
31,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,1,2
24,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,1,2
50,00:00.0,00:00.0,S,0-25000,M,0,High School,Manual,0,1
7.69,00:00.0,00:00.0,M,0-25000,M,1,Graduate Degree,Clerical,1,0
4.99,00:00.0,00:00.0,M,greater than 100000,M,4,Partial College,Management,1,4
20.5,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,3
42.49,00:00.0,00:00.0,M,greater than 100000,F,0,Graduate Degree,Management,1,1
721.34,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,0,1
1283.28,00:00.0,00:00.0,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
1149.99,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,1,0
744.49,00:00.0,00:00.0,M,25001-50000,F,0,High School,Skilled Manual,1,2
3578.27,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
2372.97,00:00.0,00:00.0,S,greater than 100000,M,2,Bachelors ,Management,0,3
87.72,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Professional,0,0
122.41,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,1,2
2443.35,00:00.0,00:00.0,M,25001-50000,M,0,Graduate Degree,Clerical,1,0
531,00:00.0,00:00.0,M,25001-50000,M,3,Bachelors ,Clerical,1,0
515.5,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
21,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,1
1033.1636,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,1
1085.5018,00:00.0,00:00.0,M,50001-75000,F,1,Bachelors ,Professional,1,1
31,00:00.0,00:00.0,S,0-25000,M,0,High School,Manual,0,1
1527.8404,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Skilled Manual,1,2
4.99,00:00.0,00:00.0,M,25001-50000,F,3,Bachelors ,Skilled Manual,1,2
575.97,00:00.0,00:00.0,M,25001-50000,F,2,High School,Skilled Manual,0,2
697.35,00:00.0,00:00.0,S,0-25000,M,2,Partial High School,Clerical,0,2
537.96,00:00.0,00:00.0,S,25001-50000,F,3,Partial College,Clerical,1,1
1120.4882,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
6.49,00:00.0,00:00.0,S,25001-50000,F,4,Graduate Degree,Clerical,1,0
2471.9575,00:00.0,00:00.0,M,75001-100000,M,2,High School,Skilled Manual,0,2
585.47,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,1
24,00:00.0,00:00.0,S,greater than 100000,M,1,Bachelors ,Management,0,2
1700.99,00:00.0,00:00.0,S,0-25000,M,5,Partial High School,Manual,1,1
26.54,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,1,1
13.01,00:00.0,00:00.0,M,25001-50000,M,0,Partial College,Skilled Manual,1,2
1186.34,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,0,1
26.69,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,1,2
1066.5,00:00.0,00:00.0,S,0-25000,M,1,High School,Manual,0,0
45.65,00:00.0,00:00.0,S,25001-50000,F,4,High School,Skilled Manual,1,2
9.51,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,1
238.5508,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Clerical,1,1
1676.4975,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
1066.5,00:00.0,00:00.0,S,0-25000,M,0,Bachelors ,Clerical,1,0
1085.5,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
1134.92,00:00.0,00:00.0,M,75001-100000,F,2,High School,Skilled Manual,1,2
2273.01,00:00.0,00:00.0,M,75001-100000,F,0,Bachelors ,Management,1,1
16.57,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
52.03,00:00.0,00:00.0,M,25001-50000,F,2,High School,Skilled Manual,0,2
1552.6382,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,0
4.99,00:00.0,00:00.0,M,0-25000,M,4,High School,Skilled Manual,0,2
918,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
27.02,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,1,1
25.02,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Professional,1,1
1194.2,00:00.0,00:00.0,M,75001-100000,F,3,Graduate Degree,Professional,1,0
31,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,0,2
228.02,00:00.0,00:00.0,M,25001-50000,F,3,Partial College,Professional,0,2
476.49,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Professional,0,0
759.9825,00:00.0,00:00.0,S,50001-75000,M,4,Graduate Degree,Management,1,2
4.99,00:00.0,00:00.0,M,75001-100000,M,4,Partial High School,Skilled Manual,1,4
1085.5,00:00.0,00:00.0,M,50001-75000,F,2,Partial High School,Skilled Manual,1,2
21.99,00:00.0,00:00.0,M,greater than 100000,M,1,Bachelors ,Management,1,2
90.97,00:00.0,00:00.0,M,greater than 100000,M,3,Partial College,Professional,1,4
193.675,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
21.01,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,0,3
69.99,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
245.5508,00:00.0,00:00.0,S,50001-75000,F,3,Graduate Degree,Management,1,2
24.99,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Clerical,1,2
535.99,00:00.0,00:00.0,M,greater than 100000,F,1,Partial College,Professional,1,2
5,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,3
21.01,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,0,1
539.99,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,0,0
2369.0718,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Professional,0,1
1723.69,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
31,00:00.0,00:00.0,M,50001-75000,M,5,High School,Professional,1,2
120.055,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,1,0
1685.99,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
1676,00:00.0,00:00.0,M,25001-50000,M,3,Bachelors ,Clerical,1,0
5,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,1
563.18,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,2
21.49,00:00.0,00:00.0,M,greater than 100000,M,3,Bachelors ,Management,1,4
3578.27,00:00.0,00:00.0,M,25001-50000,F,2,High School,Skilled Manual,1,2
2354.97,00:00.0,00:00.0,M,75001-100000,M,2,High School,Professional,1,2
2410.07,00:00.0,00:00.0,M,0-25000,F,2,High School,Manual,1,0
29.99,00:00.0,00:00.0,M,50001-75000,F,4,High School,Professional,1,0
742.35,00:00.0,00:00.0,M,0-25000,M,2,High School,Manual,1,1
2956.3218,00:00.0,00:00.0,M,75001-100000,F,4,Graduate Degree,Management,1,1
555,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Management,1,2
30,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,2
733.36,00:00.0,00:00.0,S,0-25000,M,3,Partial High School,Manual,0,1
734.4,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,1,1
2917.34,00:00.0,00:00.0,M,75001-100000,F,4,Partial College,Professional,1,4
49.99,00:00.0,00:00.0,M,0-25000,M,1,High School,Manual,1,1
10.01,00:00.0,00:00.0,M,50001-75000,F,4,Bachelors ,Management,1,2
1135.47,00:00.0,00:00.0,M,0-25000,M,0,Bachelors ,Clerical,1,0
1198.3,00:00.0,00:00.0,S,75001-100000,F,3,Bachelors ,Skilled Manual,1,2
5.01,00:00.0,00:00.0,S,0-25000,F,1,High School,Manual,0,1
1651,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Clerical,0,0
716.35,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Manual,1,0
1179.86,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2260,00:00.0,00:00.0,S,50001-75000,M,2,High School,Skilled Manual,1,2
32.69,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,2
3.99,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,1
1120.94,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Professional,0,3
1726.49,00:00.0,00:00.0,M,25001-50000,F,3,Partial College,Professional,0,2
51,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,1
742.35,00:00.0,00:00.0,M,0-25000,F,0,Partial College,Manual,1,1
2.7,00:00.0,00:00.0,M,75001-100000,F,2,Graduate Degree,Management,1,3
3578.27,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,0,1
34.3,00:00.0,00:00.0,S,0-25000,M,4,Partial High School,Manual,0,2
1085.5,00:00.0,00:00.0,S,50001-75000,F,3,Graduate Degree,Professional,0,0
348.9536,00:00.0,00:00.0,M,greater than 100000,F,0,Partial College,Management,1,3
49,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,0,0
2071.4192,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,1,1
2181.565,00:00.0,00:00.0,M,50001-75000,F,2,Graduate Degree,Professional,1,0
34.3,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Professional,1,2
59.98,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,1,2
27.69,00:00.0,00:00.0,M,75001-100000,F,4,Partial College,Professional,1,2
41.52,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,1,1
2991.3,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
2259.68,00:00.0,00:00.0,M,greater than 100000,M,2,Partial College,Professional,1,2
90.95,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Management,1,2
2402.34,00:00.0,00:00.0,S,75001-100000,M,0,High School,Management,1,3
2071.4192,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
719.5,00:00.0,00:00.0,S,0-25000,M,1,Graduate Degree,Clerical,1,0
2432.79,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,1,0
40.01,00:00.0,00:00.0,M,0-25000,M,1,Partial College,Manual,1,1
1573.96,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,4
4.99,00:00.0,00:00.0,M,50001-75000,M,5,Partial College,Skilled Manual,1,3
30,00:00.0,00:00.0,M,greater than 100000,F,4,Bachelors ,Management,1,4
30,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,1,1
1120.49,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
568.98,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
48.55,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,1,2
49.99,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Clerical,1,0
28.99,00:00.0,00:00.0,S,greater than 100000,M,2,Bachelors ,Management,0,4
1.7,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,1,2
6.01,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,1,2
26.69,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,1,2
30,00:00.0,00:00.0,S,0-25000,M,3,High School,Manual,1,0
5.99,00:00.0,00:00.0,M,25001-50000,F,3,Partial College,Professional,0,2
746.35,00:00.0,00:00.0,M,25001-50000,M,0,High School,Manual,0,1
1220.88,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
27.6,00:00.0,00:00.0,S,greater than 100000,M,3,Bachelors ,Management,0,4
29.01,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
2375.08,00:00.0,00:00.0,M,25001-50000,F,5,High School,Professional,1,3
0.01,00:00.0,00:00.0,S,greater than 100000,M,3,High School,Professional,0,4
505,00:00.0,00:00.0,S,greater than 100000,M,0,Partial College,Management,1,3
